Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
546.3  	 00.51547  	 00.05417  	 00.34760  	 01390393 
546.4  	 00.57366  	 00.08782  	 00.33647  	 01345896 
546.5  	 00.63370  	 00.12003  	 00.32212  	 01288478 
546.6  	 00.69584  	 00.15050  	 00.30470  	 01218781 
546.7  	 00.75999  	 00.17894  	 00.28441  	 01137633 
546.8  	 00.82579  	 00.20509  	 00.26151  	 01046041 
546.9  	 00.89256  	 00.22872  	 00.23630  	 00945181 
547.0  	 00.95913  	 00.24963  	 00.20909  	 00836379 
547.1  	 01.02418  	 00.26766  	 00.18027  	 00721086 
547.2  	 01.08592  	 00.28268  	 00.15021  	 00600846 
547.3  	 01.14257  	 00.29461  	 00.11932  	 00477262 
547.4  	 01.19215  	 00.30341  	 00.08799  	 00351967 
547.5  	 01.23262  	 00.30907  	 00.05665  	 00226583 
547.6  	 01.26218  	 00.31164  	 00.02567  	 00102689 
547.7  	 01.27910  	 00.31118  	 -0.00455  	 -0018202 
547.8  	 01.28207  	 00.30782  	 -0.03367  	 -0134671 
547.9  	 01.27009  	 00.30168  	 -0.06135  	 -0245417 
548.0  	 01.24261  	 00.29295  	 -0.08732  	 -0349262 
548.1  	 01.19951  	 00.28182  	 -0.11129  	 -0445169 
548.2  	 01.14127  	 00.26852  	 -0.13306  	 -0532242 
548.3  	 01.06870  	 00.25327  	 -0.15243  	 -0609725 
548.4  	 00.98301  	 00.23635  	 -0.16925  	 -0677010 
548.5  	 00.88593  	 00.21801  	 -0.18341  	 -0733629 
548.6  	 00.77922  	 00.19853  	 -0.19481  	 -0779246 
548.7  	 00.66512  	 00.17818  	 -0.20342  	 -0813666 
548.8  	 00.54566  	 00.15726  	 -0.20921  	 -0836823 
548.9  	 00.42297  	 00.13604  	 -0.21219  	 -0848778 
549.0  	 00.29929  	 00.11480  	 -0.21243  	 -0849719 
549.1  	 00.17646  	 00.09380  	 -0.20999  	 -0839962 
549.2  	 00.05639  	 00.07330  	 -0.20499  	 -0819956 
549.3  	 -0.05948  	 00.05355  	 -0.19757  	 -0790274 
549.4  	 -0.16980  	 00.03476  	 -0.18790  	 -0751618 
549.5  	 -0.27335  	 00.01714  	 -0.17620  	 -0704816 
549.6  	 -0.36929  	 00.00086  	 -0.16270  	 -0650819 
549.7  	 -0.45673  	 -0.01390  	 -0.14767  	 -0590696 
549.8  	 -0.53504  	 -0.02704  	 -0.13140  	 -0525617 
549.9  	 -0.60369  	 -0.03846  	 -0.11421  	 -0456847 
550.0  	 -0.66203  	 -0.04811  	 -0.09643  	 -0385723 
550.1  	 -0.70960  	 -0.05595  	 -0.07841  	 -0313636 
550.2  	 -0.74588  	 -0.06200  	 -0.06050  	 -0242005 
550.3  	 -0.77040  	 -0.06630  	 -0.04306  	 -0172250 
550.4  	 -0.78271  	 -0.06895  	 -0.02644  	 -0105757 
550.5  	 -0.78246  	 -0.07004  	 -0.01096  	 -0043853 
550.6  	 -0.76941  	 -0.06974  	 00.00306  	 00012231 
550.7  	 -0.74355  	 -0.06820  	 00.01535  	 00061389 
550.8  	 -0.70509  	 -0.06564  	 00.02567  	 00102670 
550.9  	 -0.65446  	 -0.06225  	 00.03383  	 00135314 
551.0  	 -0.59261  	 -0.05829  	 00.03969  	 00158764 
551.1  	 -0.52066  	 -0.05397  	 00.04317  	 00172699 
551.2  	 -0.44029  	 -0.04954  	 00.04426  	 00177043 
551.3  	 -0.35343  	 -0.04524  	 00.04299  	 00171972 
551.4  	 -0.26225  	 -0.04129  	 00.03948  	 00157920 
551.5  	 -0.16951  	 -0.03791  	 00.03389  	 00135571 
551.6  	 -0.07772  	 -0.03526  	 00.02646  	 00105836 
551.7  	 00.01011  	 -0.03351  	 00.01746  	 00069841 
551.8  	 00.09131  	 -0.03279  	 00.00722  	 00028886 
551.9  	 00.16336  	 -0.03318  	 -0.00390  	 -0015592 
552.0  	 00.22376  	 -0.03473  	 -0.01552  	 -0062060 
552.1  	 00.27073  	 -0.03746  	 -0.02723  	 -0108939 
552.2  	 00.30274  	 -0.04132  	 -0.03866  	 -0154654 
552.3  	 00.31890  	 -0.04626  	 -0.04942  	 -0197678 
552.4  	 00.31897  	 -0.05218  	 -0.05915  	 -0236587 
552.5  	 00.30331  	 -0.05893  	 -0.06752  	 -0270091 
552.6  	 00.27282  	 -0.06636  	 -0.07427  	 -0297082 
552.7  	 00.22905  	 -0.07427  	 -0.07916  	 -0316659 
552.8  	 00.17401  	 -0.08248  	 -0.08204  	 -0328150 
552.9  	 00.10998  	 -0.09076  	 -0.08278  	 -0331130 
553.0  	 00.03973  	 -0.09889  	 -0.08136  	 -0325421 
553.1  	 -0.03409  	 -0.10667  	 -0.07777  	 -0311095 
553.2  	 -0.10860  	 -0.11388  	 -0.07212  	 -0288462 
553.3  	 -0.18119  	 -0.12033  	 -0.06451  	 -0258051 
553.4  	 -0.24948  	 -0.12585  	 -0.05515  	 -0220588 
553.5  	 -0.31132  	 -0.13027  	 -0.04424  	 -0176964 
553.6  	 -0.36520  	 -0.13348  	 -0.03205  	 -0128202 
553.7  	 -0.40980  	 -0.13536  	 -0.01885  	 -0075418 
553.8  	 -0.44458  	 -0.13586  	 -0.00495  	 -0019785 
553.9  	 -0.46931  	 -0.13492  	 00.00938  	 00037502 
554.0  	 -0.48434  	 -0.13254  	 00.02382  	 00095264 
554.1  	 -0.49039  	 -0.12873  	 00.03809  	 00152372 
554.2  	 -0.48859  	 -0.12353  	 00.05194  	 00207772 
554.3  	 -0.48032  	 -0.11702  	 00.06513  	 00260510 
554.4  	 -0.46717  	 -0.10928  	 00.07744  	 00309753 
554.5  	 -0.45086  	 -0.10041  	 00.08870  	 00354799 
554.6  	 -0.43311  	 -0.09053  	 00.09877  	 00395082 
554.7  	 -0.41562  	 -0.07978  	 00.10755  	 00430187 
554.8  	 -0.39991  	 -0.06828  	 00.11496  	 00459844 
554.9  	 -0.38738  	 -0.05618  	 00.12098  	 00483921 
555.0  	 -0.37917  	 -0.04362  	 00.12560  	 00502412 
555.1  	 -0.37620  	 -0.03074  	 00.12886  	 00515440 
555.2  	 -0.37908  	 -0.01765  	 00.13081  	 00523238 
555.3  	 -0.38819  	 -0.00450  	 00.13153  	 00526127 
555.4  	 -0.40358  	 00.00861  	 00.13113  	 00524508 
555.5  	 -0.42510  	 00.02158  	 00.12971  	 00518847 
555.6  	 -0.45233  	 00.03432  	 00.12741  	 00509651 
555.7  	 -0.48457  	 00.04676  	 00.12436  	 00497454 
555.8  	 -0.52103  	 00.05883  	 00.12070  	 00482795 
555.9  	 -0.56065  	 00.07049  	 00.11655  	 00466206 
556.0  	 -0.60224  	 00.08169  	 00.11205  	 00448192 
556.1  	 -0.64454  	 00.09242  	 00.10731  	 00429221 
556.2  	 -0.68602  	 00.10266  	 00.10242  	 00409699 
556.3  	 -0.72524  	 00.11241  	 00.09749  	 00389970 
556.4  	 -0.76064  	 00.12167  	 00.09257  	 00370295 
556.5  	 -0.79065  	 00.13044  	 00.08771  	 00350846 
556.6  	 -0.81377  	 00.13873  	 00.08293  	 00331705 
556.7  	 -0.82846  	 00.14656  	 00.07821  	 00312855 
556.8  	 -0.83330  	 00.15391  	 00.07355  	 00294181 
556.9  	 -0.82716  	 00.16080  	 00.06887  	 00275477 
557.0  	 -0.80887  	 00.16721  	 00.06411  	 00256448 
557.1  	 -0.77765  	 00.17313  	 00.05918  	 00236720 
557.2  	 -0.73291  	 00.17852  	 00.05396  	 00215856 
557.3  	 -0.67433  	 00.18336  	 00.04834  	 00193364 
557.4  	 -0.60189  	 00.18757  	 00.04218  	 00168727 
557.5  	 -0.51596  	 00.19111  	 00.03535  	 00141414 
557.6  	 -0.41709  	 00.19388  	 00.02773  	 00110902 
557.7  	 -0.30629  	 00.19580  	 00.01918  	 00076701 
557.8  	 -0.18468  	 00.19676  	 00.00960  	 00038382 
557.9  	 -0.05362  	 00.19665  	 -0.00110  	 -0004404 
558.0  	 00.08514  	 00.19535  	 -0.01298  	 -0051904 
558.1  	 00.23000  	 00.19275  	 -0.02606  	 -0104240 
558.2  	 00.37896  	 00.18871  	 -0.04035  	 -0161395 
558.3  	 00.53022  	 00.18313  	 -0.05580  	 -0223198 
558.4  	 00.68202  	 00.17590  	 -0.07233  	 -0289311 
558.5  	 00.83231  	 00.16692  	 -0.08981  	 -0359225 
558.6  	 00.97955  	 00.15611  	 -0.10807  	 -0432266 
558.7  	 01.12191  	 00.14342  	 -0.12690  	 -0507598 
558.8  	 01.25799  	 00.12882  	 -0.14606  	 -0584234 
558.9  	 01.38642  	 00.11229  	 -0.16526  	 -0661060 
559.0  	 01.50580  	 00.09387  	 -0.18421  	 -0736854 
559.1  	 01.61511  	 00.07361  	 -0.20258  	 -0810313 
559.2  	 01.71310  	 00.05161  	 -0.22002  	 -0880081 
559.3  	 01.79883  	 00.02799  	 -0.23620  	 -0944787 
559.4  	 01.87144  	 00.00291  	 -0.25077  	 -1003076 
559.5  	 01.92985  	 -0.02343  	 -0.26341  	 -1053639 
559.6  	 01.97337  	 -0.05081  	 -0.27381  	 -1095250 
559.7  	 02.00111  	 -0.07898  	 -0.28170  	 -1126784 
559.8  	 02.01235  	 -0.10766  	 -0.28681  	 -1147251 
559.9  	 02.00650  	 -0.13656  	 -0.28896  	 -1155822 
560.0  	 01.98303  	 -0.16535  	 -0.28796  	 -1151834 
560.1  	 01.94162  	 -0.19372  	 -0.28370  	 -1134811 
560.2  	 01.88220  	 -0.22134  	 -0.27612  	 -1104466 
560.3  	 01.80481  	 -0.24785  	 -0.26518  	 -1060714 
560.4  	 01.70991  	 -0.27295  	 -0.25092  	 -1003663 
560.5  	 01.59827  	 -0.29629  	 -0.23340  	 -0933607 
560.6  	 01.47087  	 -0.31756  	 -0.21276  	 -0851023 
560.7  	 01.32932  	 -0.33647  	 -0.18914  	 -0756558 
560.8  	 01.17519  	 -0.35275  	 -0.16275  	 -0651012 
560.9  	 01.01048  	 -0.36613  	 -0.13383  	 -0535338 
561.0  	 00.83766  	 -0.37640  	 -0.10265  	 -0410618 
561.1  	 00.65898  	 -0.38335  	 -0.06951  	 -0278049 
561.2  	 00.47721  	 -0.38682  	 -0.03473  	 -0138933 
561.3  	 00.29490  	 -0.38669  	 00.00133  	 00005339 
561.4  	 00.11447  	 -0.38286  	 00.03833  	 00153301 
561.5  	 -0.06142  	 -0.37527  	 00.07586  	 00303428 
561.6  	 -0.23077  	 -0.36392  	 00.11354  	 00454149 
561.7  	 -0.39140  	 -0.34882  	 00.15097  	 00603866 
561.8  	 -0.54178  	 -0.33005  	 00.18774  	 00750972 
561.9  	 -0.68078  	 -0.30770  	 00.22347  	 00893862 
562.0  	 -0.80729  	 -0.28193  	 00.25774  	 01030943 
562.1  	 -0.92097  	 -0.25291  	 00.29016  	 01160657 
562.2  	 -1.02152  	 -0.22087  	 00.32037  	 01281483 
562.3  	 -1.10910  	 -0.18607  	 00.34799  	 01391953 
562.4  	 -1.18425  	 -0.14881  	 00.37266  	 01490659 
562.5  	 -1.24736  	 -0.10940  	 00.39407  	 01576268 
562.6  	 -1.29937  	 -0.06821  	 00.41188  	 01647531 
562.7  	 -1.34099  	 -0.02563  	 00.42582  	 01703294 
562.8  	 -1.37307  	 00.01793  	 00.43563  	 01742524 
562.9  	 -1.39648  	 00.06204  	 00.44108  	 01764332 
563.0  	 -1.41187  	 00.10624  	 00.44200  	 01768000 
563.1  	 -1.41988  	 00.15007  	 00.43825  	 01753002 
563.2  	 -1.42104  	 00.19304  	 00.42976  	 01719040 
563.3  	 -1.41572  	 00.23469  	 00.41652  	 01666073 
563.4  	 -1.40414  	 00.27455  	 00.39859  	 01594342 
563.5  	 -1.38650  	 00.31216  	 00.37610  	 01504386 
563.6  	 -1.36285  	 00.34709  	 00.34926  	 01397042 
563.7  	 -1.33324  	 00.37892  	 00.31836  	 01273449 
563.8  	 -1.29770  	 00.40730  	 00.28376  	 01135029 
563.9  	 -1.25619  	 00.43189  	 00.24587  	 00983466 
564.0  	 -1.20885  	 00.45240  	 00.20516  	 00820655 
564.1  	 -1.15567  	 00.46862  	 00.16216  	 00648658 
564.2  	 -1.09687  	 00.48036  	 00.11741  	 00469652 
564.3  	 -1.03262  	 00.48751  	 00.07147  	 00285862 
564.4  	 -0.96316  	 00.48999  	 00.02488  	 00099525 
564.5  	 -0.88884  	 00.48782  	 -0.02179  	 -0087177 
564.6  	 -0.80995  	 00.48101  	 -0.06804  	 -0272163 
564.7  	 -0.72695  	 00.46967  	 -0.11337  	 -0453484 
564.8  	 -0.64025  	 00.45394  	 -0.15734  	 -0629342 
564.9  	 -0.55027  	 00.43399  	 -0.19953  	 -0798113 
565.0  	 -0.45751  	 00.41003  	 -0.23959  	 -0958347 
565.1  	 -0.36246  	 00.38231  	 -0.27719  	 -1108758 
565.2  	 -0.26583  	 00.35110  	 -0.31205  	 -1248219 
565.3  	 -0.16825  	 00.31671  	 -0.34393  	 -1375740 
565.4  	 -0.07037  	 00.27945  	 -0.37261  	 -1490445 
565.5  	 00.02677  	 00.23966  	 -0.39789  	 -1591557 
565.6  	 00.12229  	 00.19770  	 -0.41959  	 -1678378 
565.7  	 00.21502  	 00.15395  	 -0.43757  	 -1750275 
565.8  	 00.30367  	 00.10878  	 -0.45167  	 -1806681 
565.9  	 00.38703  	 00.06260  	 -0.46177  	 -1847095 
566.0  	 00.46363  	 00.01582  	 -0.46777  	 -1871093 
566.1  	 00.53215  	 -0.03114  	 -0.46959  	 -1878347 
566.2  	 00.59111  	 -0.07785  	 -0.46716  	 -1868646 
566.3  	 00.63942  	 -0.12390  	 -0.46048  	 -1841927 
566.4  	 00.67598  	 -0.16886  	 -0.44958  	 -1798305 
566.5  	 00.70006  	 -0.21231  	 -0.43452  	 -1738094 
566.6  	 00.71124  	 -0.25386  	 -0.41546  	 -1661829 
566.7  	 00.70944  	 -0.29311  	 -0.39257  	 -1570272 
566.8  	 00.69517  	 -0.32972  	 -0.36611  	 -1464421 
566.9  	 00.66925  	 -0.36336  	 -0.33638  	 -1345500 
567.0  	 00.63301  	 -0.39373  	 -0.30373  	 -1214935 
567.1  	 00.58824  	 -0.42059  	 -0.26858  	 -1074327 
567.2  	 00.53701  	 -0.44373  	 -0.23135  	 -0925409 
567.3  	 00.48167  	 -0.46298  	 -0.19250  	 -0770010 
567.4  	 00.42475  	 -0.47823  	 -0.15250  	 -0610009 
567.5  	 00.36883  	 -0.48941  	 -0.11182  	 -0447281 
567.6  	 00.31630  	 -0.49650  	 -0.07092  	 -0283660 
567.7  	 00.26936  	 -0.49952  	 -0.03022  	 -0120896 
567.8  	 00.22975  	 -0.49854  	 00.00985  	 00039385 
567.9  	 00.19877  	 -0.49365  	 00.04892  	 00195698 
568.0  	 00.17711  	 -0.48498  	 00.08668  	 00346736 
568.1  	 00.16473  	 -0.47269  	 00.12284  	 00491372 
568.2  	 00.16100  	 -0.45698  	 00.15717  	 00628664 
568.3  	 00.16459  	 -0.43803  	 00.18947  	 00757869 
568.4  	 00.17364  	 -0.41607  	 00.21961  	 00878420 
568.5  	 00.18566  	 -0.39132  	 00.24748  	 00989927 
568.6  	 00.19786  	 -0.36402  	 00.27304  	 01092150 
568.7  	 00.20736  	 -0.33439  	 00.29625  	 01184989 
568.8  	 00.21110  	 -0.30268  	 00.31711  	 01268456 
568.9  	 00.20627  	 -0.26912  	 00.33566  	 01342648 
569.0  	 00.19045  	 -0.23392  	 00.35193  	 01407723 
569.1  	 00.16164  	 -0.19733  	 00.36597  	 01463879 
569.2  	 00.11863  	 -0.15954  	 00.37783  	 01511321 
569.3  	 00.06093  	 -0.12079  	 00.38756  	 01550243 
569.4  	 -0.01119  	 -0.08127  	 00.39520  	 01580806 
569.5  	 -0.09642  	 -0.04119  	 00.40078  	 01603112 
569.6  	 -0.19281  	 -0.00076  	 00.40430  	 01617203 
569.7  	 -0.29746  	 00.03982  	 00.40576  	 01623042 
569.8  	 -0.40700  	 00.08033  	 00.40513  	 01620512 
569.9  	 -0.51756  	 00.12057  	 00.40236  	 01609422 
570.0  	 -0.62482  	 00.16030  	 00.39738  	 01589513 
570.1  	 -0.72456  	 00.19932  	 00.39012  	 01560465 
570.2  	 -0.81245  	 00.23736  	 00.38048  	 01521923 
570.3  	 -0.88464  	 00.27420  	 00.36838  	 01473512 
570.4  	 -0.93767  	 00.30957  	 00.35372  	 01414867 
570.5  	 -0.96869  	 00.34321  	 00.33641  	 01345653 
570.6  	 -0.97559  	 00.37485  	 00.31640  	 01265593 
570.7  	 -0.95713  	 00.40422  	 00.29362  	 01174491 
570.8  	 -0.91289  	 00.43102  	 00.26806  	 01072251 
570.9  	 -0.84323  	 00.45500  	 00.23973  	 00958906 
571.0  	 -0.74952  	 00.47586  	 00.20866  	 00834641 
571.1  	 -0.63360  	 00.49336  	 00.17495  	 00699801 
571.2  	 -0.49820  	 00.50723  	 00.13873  	 00554904 
571.3  	 -0.34644  	 00.51725  	 00.10016  	 00400657 
571.4  	 -0.18161  	 00.52319  	 00.05949  	 00237977 
571.5  	 -0.00769  	 00.52489  	 00.01699  	 00067974 
571.6  	 00.17177  	 00.52219  	 -0.02701  	 -0108036 
571.7  	 00.35274  	 00.51498  	 -0.07214  	 -0288543 
571.8  	 00.53165  	 00.50318  	 -0.11796  	 -0471852 
571.9  	 00.70518  	 00.48678  	 -0.16403  	 -0656103 
572.0  	 00.86995  	 00.46580  	 -0.20983  	 -0839300 
572.1  	 01.02329  	 00.44031  	 -0.25484  	 -1019347 
572.2  	 01.16256  	 00.41046  	 -0.29852  	 -1194082 
572.3  	 01.28574  	 00.37643  	 -0.34033  	 -1361308 
572.4  	 01.39111  	 00.33846  	 -0.37971  	 -1518844 
572.5  	 01.47715  	 00.29685  	 -0.41614  	 -1664553 
572.6  	 01.54295  	 00.25194  	 -0.44910  	 -1796381 
572.7  	 01.58767  	 00.20413  	 -0.47810  	 -1912389 
572.8  	 01.61106  	 00.15385  	 -0.50276  	 -2000000 
572.9  	 01.61304  	 00.10141  	 -0.52443  	 -2000000 
573.0  	 01.59395  	 00.04707  	 -0.54339  	 -2000000 
573.1  	 01.55438  	 -0.00881  	 -0.55881  	 -1968468 
573.2  	 01.49543  	 -0.06589  	 -0.57080  	 -1927108 
573.3  	 01.41839  	 -0.12367  	 -0.57776  	 -1903900 
573.4  	 01.32492  	 -0.18145  	 -0.57780  	 -1903773 
573.5  	 01.21723  	 -0.23834  	 -0.56892  	 -1933501 
573.6  	 01.09754  	 -0.29324  	 -0.54897  	 -2000000 
573.7  	 00.96859  	 -0.34501  	 -0.51773  	 -2000000 
573.8  	 00.83319  	 -0.39269  	 -0.47681  	 -1907258 
573.9  	 00.69423  	 -0.43581  	 -0.43121  	 -1724835 
574.0  	 00.55495  	 -0.47401  	 -0.38191  	 -1527631 
574.1  	 00.41814  	 -0.50696  	 -0.32953  	 -1318102 
574.2  	 00.28678  	 -0.53443  	 -0.27471  	 -1098847 
574.3  	 00.16339  	 -0.55624  	 -0.21814  	 -0872546 
574.4  	 00.05004  	 -0.57229  	 -0.16048  	 -0641902 
574.5  	 -0.05140  	 -0.58253  	 -0.10239  	 -0409580 
574.6  	 -0.13990  	 -0.58698  	 -0.04454  	 -0178148 
574.7  	 -0.21473  	 -0.58573  	 00.01249  	 00049968 
574.8  	 -0.27605  	 -0.57892  	 00.06813  	 00272521 
574.9  	 -0.32442  	 -0.56673  	 00.12187  	 00487470 
575.0  	 -0.36110  	 -0.54941  	 00.17325  	 00692994 
575.1  	 -0.38771  	 -0.52722  	 00.22187  	 00887491 
575.2  	 -0.40634  	 -0.50048  	 00.26739  	 01069579 
575.3  	 -0.41933  	 -0.46953  	 00.30952  	 01238073 
575.4  	 -0.42914  	 -0.43473  	 00.34799  	 01391972 
575.5  	 -0.43827  	 -0.39647  	 00.38261  	 01530429 
575.6  	 -0.44903  	 -0.35515  	 00.41318  	 01652732 
575.7  	 -0.46348  	 -0.31120  	 00.43957  	 01758284 
575.8  	 -0.48327  	 -0.26503  	 00.46165  	 01846583 
575.9  	 -0.50968  	 -0.21710  	 00.47931  	 01917222 
576.0  	 -0.54337  	 -0.16785  	 00.49247  	 01969882 
576.1  	 -0.58458  	 -0.11774  	 00.50111  	 02000000 
576.2  	 -0.63291  	 -0.06718  	 00.50565  	 02000000 
576.3  	 -0.68754  	 -0.01659  	 00.50587  	 02000000 
576.4  	 -0.74731  	 00.03352  	 00.50112  	 02000000 
576.5  	 -0.81062  	 00.08266  	 00.49137  	 01965484 
576.6  	 -0.87572  	 00.13039  	 00.47731  	 01909221 
576.7  	 -0.94078  	 00.17631  	 00.45915  	 01836606 
576.8  	 -1.00387  	 00.22002  	 00.43716  	 01748635 
576.9  	 -1.06335  	 00.26118  	 00.41163  	 01646513 
577.0  	 -1.11756  	 00.29947  	 00.38291  	 01531635 
577.1  	 -1.16525  	 00.33461  	 00.35139  	 01405551 
577.2  	 -1.20528  	 00.36636  	 00.31748  	 01269937 
577.3  	 -1.23696  	 00.39453  	 00.28164  	 01126548 
577.4  	 -1.25984  	 00.41896  	 00.24429  	 00977170 
577.5  	 -1.27364  	 00.43954  	 00.20589  	 00823572 
577.6  	 -1.27837  	 00.45623  	 00.16687  	 00667460 
577.7  	 -1.27410  	 00.46899  	 00.12761  	 00510435 
577.8  	 -1.26105  	 00.47784  	 00.08849  	 00353952 
577.9  	 -1.23942  	 00.48282  	 00.04983  	 00199302 
578.0  	 -1.20938  	 00.48401  	 00.01190  	 00047599 
578.1  	 -1.17100  	 00.48151  	 -0.02506  	 -0100233 
578.2  	 -1.12438  	 00.47542  	 -0.06086  	 -0243450 
578.3  	 -1.06943  	 00.46588  	 -0.09537  	 -0381481 
578.4  	 -1.00602  	 00.45304  	 -0.12847  	 -0513894 
578.5  	 -0.93415  	 00.43703  	 -0.16009  	 -0640377 
578.6  	 -0.85368  	 00.41801  	 -0.19018  	 -0760702 
578.7  	 -0.76482  	 00.39614  	 -0.21867  	 -0874694 
578.8  	 -0.66782  	 00.37159  	 -0.24555  	 -0982195 
578.9  	 -0.56318  	 00.34451  	 -0.27076  	 -1083025 
579.0  	 -0.45185  	 00.31509  	 -0.29424  	 -1176960 
579.1  	 -0.33497  	 00.28350  	 -0.31593  	 -1263707 
579.2  	 -0.21420  	 00.24992  	 -0.33572  	 -1342890 
579.3  	 -0.09139  	 00.21457  	 -0.35351  	 -1414041 
579.4  	 00.03134  	 00.17766  	 -0.36915  	 -1476606 
579.5  	 00.15137  	 00.13941  	 -0.38249  	 -1529954 
579.6  	 00.26641  	 00.10007  	 -0.39335  	 -1573395 
579.7  	 00.37376  	 00.05992  	 -0.40155  	 -1606209 
579.8  	 00.47107  	 00.01923  	 -0.40692  	 -1627679 
579.9  	 00.55623  	 -0.02170  	 -0.40928  	 -1637126 
580.0  	 00.62740  	 -0.06255  	 -0.40848  	 -1633938 
580.1  	 00.68337  	 -0.10299  	 -0.40440  	 -1617613 
580.2  	 00.72332  	 -0.14269  	 -0.39695  	 -1587783 
580.3  	 00.74731  	 -0.18129  	 -0.38606  	 -1544236 
580.4  	 00.75581  	 -0.21847  	 -0.37174  	 -1486946 
580.5  	 00.75008  	 -0.25387  	 -0.35402  	 -1416081 
580.6  	 00.73185  	 -0.28717  	 -0.33300  	 -1331997 
580.7  	 00.70346  	 -0.31805  	 -0.30881  	 -1235245 
580.8  	 00.66759  	 -0.34621  	 -0.28164  	 -1126568 
580.9  	 00.62711  	 -0.37138  	 -0.25172  	 -1006888 
581.0  	 00.58511  	 -0.39332  	 -0.21932  	 -0877286 
581.1  	 00.54452  	 -0.41179  	 -0.18475  	 -0738990 
581.2  	 00.50809  	 -0.42663  	 -0.14834  	 -0593358 
581.3  	 00.47828  	 -0.43767  	 -0.11046  	 -0441853 
581.4  	 00.45703  	 -0.44482  	 -0.07151  	 -0286027 
581.5  	 00.44586  	 -0.44801  	 -0.03187  	 -0127500 
581.6  	 00.44562  	 -0.44721  	 00.00802  	 00032063 
581.7  	 00.45660  	 -0.44243  	 00.04774  	 00190972 
581.8  	 00.47854  	 -0.43375  	 00.08689  	 00347541 
581.9  	 00.51070  	 -0.42124  	 00.12503  	 00500103 
582.0  	 00.55177  	 -0.40507  	 00.16176  	 00647024 
582.1  	 00.60029  	 -0.38540  	 00.19668  	 00786737 
582.2  	 00.65431  	 -0.36246  	 00.22944  	 00917752 
582.3  	 00.71207  	 -0.33649  	 00.25967  	 01038671 
582.4  	 00.77157  	 -0.30778  	 00.28705  	 01148204 
582.5  	 00.83091  	 -0.27665  	 00.31130  	 01245186 
582.6  	 00.88840  	 -0.24344  	 00.33215  	 01328582 
582.7  	 00.94250  	 -0.20850  	 00.34938  	 01397511 
582.8  	 00.99195  	 -0.17222  	 00.36281  	 01451250 
582.9  	 01.03567  	 -0.13499  	 00.37231  	 01489254 
583.0  	 01.07276  	 -0.09721  	 00.37779  	 01511173 
583.1  	 01.10269  	 -0.05929  	 00.37922  	 01516865 
583.2  	 01.12488  	 -0.02163  	 00.37660  	 01506410 
583.3  	 01.13885  	 00.01538  	 00.37003  	 01480131 
583.4  	 01.14437  	 00.05134  	 00.35965  	 01438589 
583.5  	 01.14093  	 00.08591  	 00.34565  	 01382587 
583.6  	 01.12819  	 00.11873  	 00.32829  	 01313169 
583.7  	 01.10574  	 00.14952  	 00.30790  	 01231597 
583.8  	 01.07312  	 00.17801  	 00.28483  	 01139333 
583.9  	 01.02981  	 00.20396  	 00.25950  	 01038000 
584.0  	 00.97546  	 00.22719  	 00.23234  	 00929342 
584.1  	 00.90965  	 00.24757  	 00.20379  	 00815180 
584.2  	 00.83226  	 00.26500  	 00.17434  	 00697363 
584.3  	 00.74332  	 00.27945  	 00.14443  	 00577720 
584.4  	 00.64303  	 00.29090  	 00.11450  	 00458011 
584.5  	 00.53219  	 00.29940  	 00.08497  	 00339885 
584.6  	 00.41158  	 00.30502  	 00.05621  	 00224854 
584.7  	 00.28276  	 00.30787  	 00.02856  	 00114256 
584.8  	 00.14724  	 00.30810  	 00.00231  	 00009238 
584.9  	 00.00698  	 00.30587  	 -0.02231  	 -0089255 
585.0  	 -0.13568  	 00.30136  	 -0.04512  	 -0180483 
585.1  	 -0.27850  	 00.29476  	 -0.06598  	 -0263902 
585.2  	 -0.41896  	 00.28628  	 -0.08479  	 -0339162 
585.3  	 -0.55473  	 00.27613  	 -0.10152  	 -0406088 
585.4  	 -0.68378  	 00.26452  	 -0.11616  	 -0464660 
585.5  	 -0.80395  	 00.25164  	 -0.12875  	 -0514992 
585.6  	 -0.91386  	 00.23771  	 -0.13933  	 -0557316 
585.7  	 -1.01227  	 00.22291  	 -0.14799  	 -0591954 
585.8  	 -1.09853  	 00.20743  	 -0.15483  	 -0619308 
585.9  	 -1.17244  	 00.19143  	 -0.15996  	 -0639831 
586.0  	 -1.23413  	 00.17508  	 -0.16350  	 -0654009 
586.1  	 -1.28430  	 00.15852  	 -0.16559  	 -0662358 
586.2  	 -1.32373  	 00.14189  	 -0.16635  	 -0665410 
586.3  	 -1.35364  	 00.12529  	 -0.16592  	 -0663698 
586.4  	 -1.37509  	 00.10885  	 -0.16444  	 -0657752 
586.5  	 -1.38931  	 00.09265  	 -0.16203  	 -0648104 
586.6  	 -1.39729  	 00.07676  	 -0.15882  	 -0635273 
586.7  	 -1.39977  	 00.06127  	 -0.15494  	 -0619770 
586.8  	 -1.39730  	 00.04622  	 -0.15052  	 -0602099 
586.9  	 -1.38995  	 00.03165  	 -0.14569  	 -0582744 
587.0  	 -1.37749  	 00.01760  	 -0.14054  	 -0562179 
