Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
805.7  	 -0.44529  	 -0.04887  	 -0.23943  	 -0957708 
805.8  	 -0.46850  	 -0.07170  	 -0.22834  	 -0913361 
805.9  	 -0.48465  	 -0.09326  	 -0.21558  	 -0862340 
806.0  	 -0.49309  	 -0.11340  	 -0.20138  	 -0805509 
806.1  	 -0.49343  	 -0.13199  	 -0.18595  	 -0743791 
806.2  	 -0.48528  	 -0.14895  	 -0.16954  	 -0678150 
806.3  	 -0.46844  	 -0.16419  	 -0.15239  	 -0609576 
806.4  	 -0.44280  	 -0.17766  	 -0.13477  	 -0539065 
806.5  	 -0.40838  	 -0.18935  	 -0.11690  	 -0467600 
806.6  	 -0.36538  	 -0.19926  	 -0.09903  	 -0396134 
806.7  	 -0.31420  	 -0.20740  	 -0.08139  	 -0325572 
806.8  	 -0.25534  	 -0.21382  	 -0.06419  	 -0256747 
806.9  	 -0.18960  	 -0.21858  	 -0.04760  	 -0190410 
807.0  	 -0.11784  	 -0.22176  	 -0.03180  	 -0127211 
807.0  	 -0.04122  	 -0.22345  	 -0.01692  	 -0067690 
807.1  	 00.03892  	 -0.22375  	 -0.00307  	 -0012269 
807.2  	 00.12108  	 -0.22279  	 00.00969  	 00038758 
807.3  	 00.20368  	 -0.22066  	 00.02131  	 00085229 
807.4  	 00.28494  	 -0.21748  	 00.03178  	 00127106 
807.5  	 00.36315  	 -0.21337  	 00.04112  	 00164481 
807.6  	 00.43643  	 -0.20843  	 00.04939  	 00197560 
807.7  	 00.50310  	 -0.20276  	 00.05666  	 00226660 
807.8  	 00.56170  	 -0.19646  	 00.06305  	 00252190 
807.9  	 00.61074  	 -0.18959  	 00.06866  	 00274644 
808.0  	 00.64924  	 -0.18222  	 00.07364  	 00294578 
808.1  	 00.67629  	 -0.17441  	 00.07815  	 00312583 
808.2  	 00.69144  	 -0.16618  	 00.08232  	 00329269 
808.3  	 00.69454  	 -0.15755  	 00.08631  	 00345243 
808.4  	 00.68596  	 -0.14852  	 00.09027  	 00361085 
808.5  	 00.66617  	 -0.13909  	 00.09433  	 00377318 
808.6  	 00.63621  	 -0.12923  	 00.09860  	 00394390 
808.7  	 00.59718  	 -0.11891  	 00.10316  	 00412651 
808.8  	 00.55064  	 -0.10810  	 00.10808  	 00432330 
808.9  	 00.49810  	 -0.09676  	 00.11338  	 00453520 
809.0  	 00.44135  	 -0.08486  	 00.11904  	 00476164 
809.1  	 00.38224  	 -0.07236  	 00.12501  	 00500048 
809.2  	 00.32257  	 -0.05924  	 00.13120  	 00524799 
809.3  	 00.26401  	 -0.04549  	 00.13747  	 00549885 
809.4  	 00.20830  	 -0.03113  	 00.14366  	 00574626 
809.5  	 00.15690  	 -0.01617  	 00.14955  	 00598212 
809.6  	 00.11126  	 -0.00068  	 00.15493  	 00619731 
809.7  	 00.07246  	 00.01528  	 00.15955  	 00638185 
809.8  	 00.04150  	 00.03159  	 00.16313  	 00652537 
809.9  	 00.01914  	 00.04813  	 00.16543  	 00661739 
810.0  	 00.00590  	 00.06475  	 00.16619  	 00664776 
810.1  	 00.00218  	 00.08127  	 00.16518  	 00660702 
810.2  	 00.00792  	 00.09749  	 00.16217  	 00648677 
810.3  	 00.02300  	 00.11319  	 00.15700  	 00628009 
810.4  	 00.04693  	 00.12814  	 00.14955  	 00598183 
810.5  	 00.07910  	 00.14211  	 00.13972  	 00558890 
810.6  	 00.11840  	 00.15487  	 00.12751  	 00510054 
810.7  	 00.16349  	 00.16616  	 00.11296  	 00451847 
810.8  	 00.21282  	 00.17578  	 00.09617  	 00384690 
810.9  	 00.26444  	 00.18351  	 00.07731  	 00309260 
811.0  	 00.31625  	 00.18917  	 00.05662  	 00226485 
811.1  	 00.36572  	 00.19261  	 00.03438  	 00137529 
811.2  	 00.41030  	 00.19370  	 00.01094  	 00043755 
811.3  	 00.44742  	 00.19237  	 -0.01332  	 -0053297 
811.4  	 00.47424  	 00.18857  	 -0.03799  	 -0151946 
811.5  	 00.48816  	 00.18231  	 -0.06261  	 -0250420 
811.6  	 00.48683  	 00.17364  	 -0.08672  	 -0346895 
811.7  	 00.46814  	 00.16265  	 -0.10989  	 -0439541 
811.8  	 00.43054  	 00.14949  	 -0.13164  	 -0526574 
811.9  	 00.37293  	 00.13433  	 -0.15157  	 -0606284 
812.0  	 00.29493  	 00.11740  	 -0.16927  	 -0677080 
812.1  	 00.19685  	 00.09897  	 -0.18438  	 -0737527 
812.2  	 00.07983  	 00.07931  	 -0.19659  	 -0786372 
812.3  	 -0.05439  	 00.05874  	 -0.20564  	 -0822568 
812.4  	 -0.20300  	 00.03761  	 -0.21132  	 -0845294 
812.5  	 -0.36300  	 00.01626  	 -0.21350  	 -0853987 
812.6  	 -0.53036  	 -0.00495  	 -0.21209  	 -0848345 
812.7  	 -0.70085  	 -0.02566  	 -0.20709  	 -0828344 
812.8  	 -0.87023  	 -0.04551  	 -0.19856  	 -0794254 
812.9  	 -1.03371  	 -0.06418  	 -0.18666  	 -0746636 
813.0  	 -1.18703  	 -0.08134  	 -0.17158  	 -0686337 
813.1  	 -1.32589  	 -0.09670  	 -0.15362  	 -0614483 
813.2  	 -1.44683  	 -0.11001  	 -0.13312  	 -0532463 
813.3  	 -1.54675  	 -0.12106  	 -0.11047  	 -0441892 
813.4  	 -1.62337  	 -0.12967  	 -0.08615  	 -0344582 
813.5  	 -1.67529  	 -0.13574  	 -0.06063  	 -0242508 
813.6  	 -1.70177  	 -0.13918  	 -0.03444  	 -0137756 
813.7  	 -1.70299  	 -0.13999  	 -0.00812  	 -0032464 
813.8  	 -1.67994  	 -0.13821  	 00.01780  	 00071214 
813.9  	 -1.63422  	 -0.13393  	 00.04279  	 00171161 
814.0  	 -1.56790  	 -0.12730  	 00.06634  	 00265348 
814.1  	 -1.48362  	 -0.11850  	 00.08797  	 00351875 
814.2  	 -1.38400  	 -0.10778  	 00.10725  	 00429007 
814.3  	 -1.27180  	 -0.09540  	 00.12380  	 00495215 
814.4  	 -1.14982  	 -0.08167  	 00.13730  	 00549208 
814.5  	 -1.02045  	 -0.06692  	 00.14749  	 00589948 
814.6  	 -0.88597  	 -0.05150  	 00.15417  	 00616677 
814.7  	 -0.74806  	 -0.03578  	 00.15723  	 00628936 
814.8  	 -0.60805  	 -0.02011  	 00.15664  	 00626572 
814.9  	 -0.46699  	 -0.00487  	 00.15243  	 00609736 
815.0  	 -0.32530  	 00.00960  	 00.14472  	 00578891 
815.1  	 -0.18350  	 00.02297  	 00.13370  	 00534794 
815.2  	 -0.04157  	 00.03493  	 00.11962  	 00478476 
815.3  	 00.10055  	 00.04522  	 00.10281  	 00411228 
815.4  	 00.24261  	 00.05358  	 00.08364  	 00334561 
815.5  	 00.38454  	 00.05983  	 00.06254  	 00250165 
815.6  	 00.52582  	 00.06383  	 00.03997  	 00159868 
815.7  	 00.66579  	 00.06547  	 00.01640  	 00065598 
815.8  	 00.80344  	 00.06470  	 -0.00767  	 -0030679 
815.9  	 00.93729  	 00.06153  	 -0.03175  	 -0127006 
816.0  	 01.06576  	 00.05599  	 -0.05537  	 -0221464 
816.1  	 01.18685  	 00.04819  	 -0.07806  	 -0312230 
816.2  	 01.29848  	 00.03825  	 -0.09940  	 -0397612 
816.3  	 01.39861  	 00.02634  	 -0.11902  	 -0476068 
816.4  	 01.48508  	 00.01269  	 -0.13656  	 -0546234 
816.5  	 01.55619  	 -0.00249  	 -0.15174  	 -0606949 
816.6  	 01.61015  	 -0.01892  	 -0.16431  	 -0657252 
816.7  	 01.64599  	 -0.03633  	 -0.17410  	 -0696397 
816.8  	 01.66287  	 -0.05442  	 -0.18096  	 -0723855 
816.9  	 01.66074  	 -0.07291  	 -0.18482  	 -0739300 
817.0  	 01.63982  	 -0.09147  	 -0.18565  	 -0742608 
817.1  	 01.60107  	 -0.10982  	 -0.18346  	 -0733846 
817.2  	 01.54574  	 -0.12765  	 -0.17831  	 -0713248 
817.3  	 01.47553  	 -0.14468  	 -0.17030  	 -0681214 
817.4  	 01.39243  	 -0.16064  	 -0.15957  	 -0638295 
817.5  	 01.29859  	 -0.17527  	 -0.14629  	 -0585165 
817.6  	 01.19622  	 -0.18833  	 -0.13065  	 -0522601 
817.7  	 01.08764  	 -0.19962  	 -0.11287  	 -0451479 
817.8  	 00.97462  	 -0.20894  	 -0.09319  	 -0372755 
817.9  	 00.85928  	 -0.21612  	 -0.07186  	 -0287441 
818.0  	 00.74298  	 -0.22104  	 -0.04915  	 -0196604 
818.1  	 00.62719  	 -0.22357  	 -0.02534  	 -0101341 
818.2  	 00.51286  	 -0.22364  	 -0.00069  	 -0002776 
818.3  	 00.40054  	 -0.22119  	 00.02449  	 00097950 
818.4  	 00.29101  	 -0.21620  	 00.04992  	 00199691 
818.5  	 00.18438  	 -0.20867  	 00.07533  	 00301300 
818.6  	 00.08105  	 -0.19863  	 00.10041  	 00401633 
818.7  	 -0.01892  	 -0.18614  	 00.12489  	 00499563 
818.8  	 -0.11522  	 -0.17129  	 00.14849  	 00593976 
818.9  	 -0.20760  	 -0.15419  	 00.17094  	 00683777 
819.0  	 -0.29566  	 -0.13500  	 00.19198  	 00767908 
819.1  	 -0.37879  	 -0.11386  	 00.21134  	 00845342 
819.2  	 -0.45650  	 -0.09098  	 00.22877  	 00915097 
819.3  	 -0.52812  	 -0.06658  	 00.24406  	 00976243 
819.4  	 -0.59287  	 -0.04088  	 00.25698  	 01027913 
819.5  	 -0.65026  	 -0.01415  	 00.26733  	 01069318 
819.6  	 -0.69962  	 00.01335  	 00.27494  	 01099755 
819.7  	 -0.74066  	 00.04131  	 00.27966  	 01118624 
819.8  	 -0.77331  	 00.06945  	 00.28136  	 01125452 
819.9  	 -0.79768  	 00.09745  	 00.27998  	 01119900 
820.0  	 -0.81431  	 00.12499  	 00.27545  	 01101786 
820.1  	 -0.82398  	 00.15177  	 00.26777  	 01071097 
820.2  	 -0.82776  	 00.17747  	 00.25700  	 01028006 
820.3  	 -0.82688  	 00.20179  	 00.24322  	 00972880 
820.4  	 -0.82280  	 00.22445  	 00.22657  	 00906281 
820.5  	 -0.81708  	 00.24517  	 00.20724  	 00828965 
820.6  	 -0.81109  	 00.26372  	 00.18547  	 00741874 
820.7  	 -0.80606  	 00.27987  	 00.16153  	 00646110 
820.8  	 -0.80302  	 00.29344  	 00.13573  	 00542921 
820.9  	 -0.80261  	 00.30429  	 00.10842  	 00433663 
821.0  	 -0.80496  	 00.31228  	 00.07994  	 00319770 
821.1  	 -0.80990  	 00.31735  	 00.05068  	 00202708 
821.2  	 -0.81660  	 00.31945  	 00.02099  	 00083942 
821.3  	 -0.82386  	 00.31857  	 -0.00877  	 -0035099 
821.4  	 -0.83008  	 00.31474  	 -0.03827  	 -0153061 
821.5  	 -0.83332  	 00.30802  	 -0.06717  	 -0268691 
821.6  	 -0.83144  	 00.29850  	 -0.09521  	 -0380858 
821.7  	 -0.82234  	 00.28629  	 -0.12214  	 -0488578 
821.8  	 -0.80383  	 00.27151  	 -0.14775  	 -0591009 
821.9  	 -0.77421  	 00.25433  	 -0.17186  	 -0687453 
822.0  	 -0.73186  	 00.23489  	 -0.19434  	 -0777359 
822.1  	 -0.67591  	 00.21339  	 -0.21508  	 -0860304 
822.2  	 -0.60596  	 00.18999  	 -0.23399  	 -0935975 
822.3  	 -0.52207  	 00.16488  	 -0.25104  	 -1004159 
822.4  	 -0.42529  	 00.13826  	 -0.26618  	 -1064703 
822.5  	 -0.31699  	 00.11033  	 -0.27938  	 -1117503 
822.6  	 -0.19939  	 00.08127  	 -0.29062  	 -1162490 
822.7  	 -0.07497  	 00.05128  	 -0.29990  	 -1199595 
822.8  	 00.05340  	 00.02056  	 -0.30719  	 -1228743 
822.9  	 00.18246  	 -0.01069  	 -0.31246  	 -1249848 
823.0  	 00.30913  	 -0.04226  	 -0.31570  	 -1262803 
823.1  	 00.43015  	 -0.07395  	 -0.31687  	 -1267487 
823.2  	 00.54267  	 -0.10554  	 -0.31594  	 -1263769 
823.3  	 00.64418  	 -0.13683  	 -0.31288  	 -1251516 
823.4  	 00.73254  	 -0.16759  	 -0.30765  	 -1230614 
823.5  	 00.80609  	 -0.19762  	 -0.30024  	 -1200976 
823.6  	 00.86381  	 -0.22668  	 -0.29064  	 -1162565 
823.7  	 00.90527  	 -0.25457  	 -0.27885  	 -1115401 
823.8  	 00.93047  	 -0.28106  	 -0.26490  	 -1059580 
823.9  	 00.93992  	 -0.30594  	 -0.24882  	 -0995279 
824.0  	 00.93462  	 -0.32901  	 -0.23069  	 -0922757 
824.1  	 00.91573  	 -0.35007  	 -0.21059  	 -0842357 
824.2  	 00.88478  	 -0.36893  	 -0.18863  	 -0754507 
824.3  	 00.84327  	 -0.38542  	 -0.16493  	 -0659705 
824.4  	 00.79294  	 -0.39939  	 -0.13963  	 -0558515 
824.5  	 00.73523  	 -0.41067  	 -0.11289  	 -0451550 
824.6  	 00.67166  	 -0.41916  	 -0.08487  	 -0339465 
824.7  	 00.60360  	 -0.42473  	 -0.05574  	 -0222942 
824.8  	 00.53217  	 -0.42730  	 -0.02567  	 -0102693 
824.9  	 00.45840  	 -0.42679  	 00.00514  	 00020556 
825.0  	 00.38323  	 -0.42314  	 00.03652  	 00146065 
825.1  	 00.30744  	 -0.41631  	 00.06827  	 00273069 
825.2  	 00.23186  	 -0.40629  	 00.10020  	 00400784 
825.3  	 00.15723  	 -0.39308  	 00.13210  	 00528388 
825.4  	 00.08442  	 -0.37670  	 00.16375  	 00655013 
825.5  	 00.01423  	 -0.35721  	 00.19494  	 00779743 
825.6  	 -0.05217  	 -0.33467  	 00.22540  	 00901607 
825.7  	 -0.11384  	 -0.30918  	 00.25489  	 01019571 
825.8  	 -0.16964  	 -0.28087  	 00.28313  	 01132533 
825.9  	 -0.21830  	 -0.24989  	 00.30983  	 01239336 
826.0  	 -0.25877  	 -0.21642  	 00.33469  	 01338773 
826.1  	 -0.28989  	 -0.18068  	 00.35740  	 01429594 
826.2  	 -0.31084  	 -0.14291  	 00.37763  	 01510529 
826.3  	 -0.32088  	 -0.10341  	 00.39508  	 01580302 
826.4  	 -0.31972  	 -0.06246  	 00.40942  	 01637662 
826.5  	 -0.30724  	 -0.02043  	 00.42035  	 01681407 
826.6  	 -0.28398  	 00.02233  	 00.42760  	 01710415 
826.7  	 -0.25070  	 00.06542  	 00.43092  	 01723678 
826.8  	 -0.20859  	 00.10843  	 00.43009  	 01720342 
826.9  	 -0.15945  	 00.15093  	 00.42494  	 01699745 
827.0  	 -0.10507  	 00.19246  	 00.41536  	 01661449 
827.1  	 -0.04780  	 00.23259  	 00.40132  	 01605283 
827.2  	 00.01000  	 00.27088  	 00.38284  	 01531365 
827.3  	 00.06588  	 00.30688  	 00.36003  	 01440139 
827.4  	 00.11741  	 00.34019  	 00.33309  	 01332374 
827.5  	 00.16240  	 00.37042  	 00.30229  	 01209170 
827.6  	 00.19886  	 00.39722  	 00.26799  	 01071952 
827.7  	 00.22513  	 00.42028  	 00.23061  	 00922443 
827.8  	 00.24022  	 00.43935  	 00.19065  	 00762618 
827.9  	 00.24329  	 00.45421  	 00.14866  	 00594654 
828.0  	 00.23427  	 00.46473  	 00.10522  	 00420881 
828.1  	 00.21355  	 00.47083  	 00.06093  	 00243708 
828.2  	 00.18184  	 00.47247  	 00.01639  	 00065556 
828.3  	 00.14045  	 00.46969  	 -0.02780  	 -0111190 
828.4  	 00.09099  	 00.46258  	 -0.07106  	 -0284248 
828.5  	 00.03527  	 00.45129  	 -0.11287  	 -0451483 
828.6  	 -0.02477  	 00.43602  	 -0.15274  	 -0610946 
828.7  	 -0.08697  	 00.41700  	 -0.19023  	 -0760902 
828.8  	 -0.14949  	 00.39450  	 -0.22496  	 -0899836 
828.9  	 -0.21034  	 00.36884  	 -0.25662  	 -1026471 
829.0  	 -0.26795  	 00.34034  	 -0.28494  	 -1139760 
829.1  	 -0.32083  	 00.30937  	 -0.30972  	 -1238889 
829.2  	 -0.36795  	 00.27629  	 -0.33082  	 -1323261 
829.3  	 -0.40857  	 00.24148  	 -0.34812  	 -1392482 
829.4  	 -0.44208  	 00.20532  	 -0.36159  	 -1446362 
829.5  	 -0.46833  	 00.16820  	 -0.37123  	 -1484902 
829.6  	 -0.48727  	 00.13049  	 -0.37707  	 -1508276 
829.7  	 -0.49913  	 00.09257  	 -0.37921  	 -1516836 
829.8  	 -0.50420  	 00.05479  	 -0.37777  	 -1511100 
829.9  	 -0.50283  	 00.01750  	 -0.37293  	 -1491736 
830.0  	 -0.49537  	 -0.01899  	 -0.36489  	 -1459562 
830.1  	 -0.48212  	 -0.05438  	 -0.35388  	 -1415539 
830.2  	 -0.46339  	 -0.08840  	 -0.34019  	 -1360752 
830.3  	 -0.43927  	 -0.12081  	 -0.32410  	 -1296383 
830.4  	 -0.40977  	 -0.15140  	 -0.30592  	 -1223700 
830.5  	 -0.37490  	 -0.18000  	 -0.28601  	 -1144030 
830.6  	 -0.33457  	 -0.20647  	 -0.26468  	 -1058734 
830.7  	 -0.28864  	 -0.23070  	 -0.24230  	 -0969182 
830.8  	 -0.23698  	 -0.25262  	 -0.21918  	 -0876713 
830.9  	 -0.17974  	 -0.27218  	 -0.19565  	 -0782609 
831.0  	 -0.11686  	 -0.28938  	 -0.17202  	 -0688074 
831.1  	 -0.04885  	 -0.30424  	 -0.14855  	 -0594206 
831.2  	 00.02381  	 -0.31679  	 -0.12549  	 -0501975 
831.3  	 00.10035  	 -0.32709  	 -0.10305  	 -0412202 
831.4  	 00.17957  	 -0.33523  	 -0.08139  	 -0325562 
831.5  	 00.26026  	 -0.34130  	 -0.06064  	 -0242568 
831.6  	 00.34068  	 -0.34539  	 -0.04089  	 -0163571 
831.7  	 00.41910  	 -0.34760  	 -0.02219  	 -0088758 
831.8  	 00.49363  	 -0.34806  	 -0.00454  	 -0018164 
831.9  	 00.56218  	 -0.34685  	 00.01208  	 00048312 
832.0  	 00.62278  	 -0.34408  	 00.02772  	 00110894 
832.1  	 00.67350  	 -0.33983  	 00.04248  	 00169923 
832.2  	 00.71249  	 -0.33418  	 00.05646  	 00225836 
832.3  	 00.73832  	 -0.32721  	 00.06978  	 00279133 
832.4  	 00.74979  	 -0.31895  	 00.08259  	 00330362 
832.5  	 00.74600  	 -0.30944  	 00.09503  	 00380108 
832.6  	 00.72667  	 -0.29872  	 00.10724  	 00428953 
832.7  	 00.69175  	 -0.28678  	 00.11937  	 00477466 
832.8  	 00.64176  	 -0.27363  	 00.13154  	 00526174 
832.9  	 00.57768  	 -0.25924  	 00.14388  	 00575537 
833.0  	 00.50080  	 -0.24359  	 00.15648  	 00625932 
833.1  	 00.41290  	 -0.22665  	 00.16941  	 00677626 
833.2  	 00.31613  	 -0.20838  	 00.18269  	 00730756 
833.3  	 00.21257  	 -0.18875  	 00.19633  	 00785310 
833.4  	 00.10478  	 -0.16772  	 00.21028  	 00841112 
833.5  	 -0.00474  	 -0.14528  	 00.22445  	 00897813 
833.6  	 -0.11337  	 -0.12140  	 00.23872  	 00954888 
833.7  	 -0.21862  	 -0.09611  	 00.25291  	 01011631 
833.8  	 -0.31827  	 -0.06944  	 00.26679  	 01067163 
833.9  	 -0.41001  	 -0.04142  	 00.28011  	 01120454 
834.0  	 -0.49198  	 -0.01217  	 00.29258  	 01170335 
834.1  	 -0.56235  	 00.01822  	 00.30388  	 01215526 
834.2  	 -0.61991  	 00.04959  	 00.31367  	 01254675 
834.3  	 -0.66349  	 00.08175  	 00.32160  	 01286387 
834.4  	 -0.69234  	 00.11448  	 00.32732  	 01309272 
834.5  	 -0.70608  	 00.14753  	 00.33049  	 01321978 
834.6  	 -0.70450  	 00.18061  	 00.33081  	 01323233 
834.7  	 -0.68782  	 00.21341  	 00.32797  	 01311885 
834.8  	 -0.65652  	 00.24558  	 00.32174  	 01286945 
834.9  	 -0.61138  	 00.27677  	 00.31191  	 01247623 
835.0  	 -0.55336  	 00.30661  	 00.29834  	 01193357 
835.1  	 -0.48389  	 00.33470  	 00.28096  	 01123846 
835.2  	 -0.40444  	 00.36068  	 00.25977  	 01039073 
835.3  	 -0.31683  	 00.38416  	 00.23483  	 00939323 
835.4  	 -0.22307  	 00.40479  	 00.20630  	 00825197 
835.5  	 -0.12538  	 00.42223  	 00.17440  	 00697616 
835.6  	 -0.02616  	 00.43618  	 00.13946  	 00557822 
835.7  	 00.07210  	 00.44636  	 00.10184  	 00407352 
835.8  	 00.16693  	 00.45256  	 00.06201  	 00248023 
835.9  	 00.25564  	 00.45461  	 00.02047  	 00081888 
836.0  	 00.33575  	 00.45239  	 -0.02220  	 -0088805 
836.1  	 00.40488  	 00.44585  	 -0.06542  	 -0261665 
836.2  	 00.46083  	 00.43499  	 -0.10856  	 -0434222 
836.3  	 00.50176  	 00.41989  	 -0.15100  	 -0603985 
836.4  	 00.52615  	 00.40068  	 -0.19212  	 -0768495 
836.5  	 00.53305  	 00.37755  	 -0.23134  	 -0925376 
836.6  	 00.52184  	 00.35074  	 -0.26810  	 -1072383 
836.7  	 00.49274  	 00.32055  	 -0.30186  	 -1207427 
836.8  	 00.44630  	 00.28734  	 -0.33216  	 -1328620 
836.9  	 00.38393  	 00.25148  	 -0.35857  	 -1434279 
837.0  	 00.30743  	 00.21341  	 -0.38074  	 -1522945 
837.1  	 00.21921  	 00.17357  	 -0.39835  	 -1593408 
837.2  	 00.12225  	 00.13245  	 -0.41118  	 -1644709 
837.3  	 00.01967  	 00.09055  	 -0.41904  	 -1676159 
837.4  	 -0.08499  	 00.04836  	 -0.42184  	 -1687362 
837.5  	 -0.18816  	 00.00641  	 -0.41956  	 -1678225 
837.6  	 -0.28623  	 -0.03482  	 -0.41224  	 -1648980 
837.7  	 -0.37587  	 -0.07482  	 -0.40005  	 -1600192 
837.8  	 -0.45411  	 -0.11314  	 -0.38319  	 -1532770 
837.9  	 -0.51823  	 -0.14934  	 -0.36199  	 -1447960 
838.0  	 -0.56642  	 -0.18302  	 -0.33683  	 -1347327 
838.1  	 -0.59718  	 -0.21384  	 -0.30818  	 -1232728 
838.2  	 -0.60986  	 -0.24150  	 -0.27657  	 -1106267 
838.3  	 -0.60460  	 -0.26575  	 -0.24256  	 -0970244 
838.4  	 -0.58209  	 -0.28643  	 -0.20677  	 -0827099 
838.5  	 -0.54367  	 -0.30341  	 -0.16983  	 -0679336 
838.6  	 -0.49137  	 -0.31665  	 -0.13236  	 -0529459 
838.7  	 -0.42744  	 -0.32615  	 -0.09498  	 -0379906 
838.8  	 -0.35458  	 -0.33197  	 -0.05825  	 -0232985 
838.9  	 -0.27567  	 -0.33424  	 -0.02271  	 -0090826 
839.0  	 -0.19346  	 -0.33313  	 00.01117  	 00044660 
839.1  	 -0.11071  	 -0.32883  	 00.04295  	 00171819 
839.2  	 -0.02989  	 -0.32160  	 00.07232  	 00289279 
839.3  	 00.04702  	 -0.31170  	 00.09899  	 00395963 
839.4  	 00.11828  	 -0.29942  	 00.12277  	 00491084 
839.5  	 00.18267  	 -0.28507  	 00.14354  	 00574142 
839.6  	 00.23958  	 -0.26895  	 00.16123  	 00644917 
839.7  	 00.28883  	 -0.25136  	 00.17586  	 00703445 
839.8  	 00.33054  	 -0.23261  	 00.18750  	 00749995 
839.9  	 00.36538  	 -0.21298  	 00.19626  	 00785040 
840.0  	 00.39409  	 -0.19275  	 00.20231  	 00809236 
840.1  	 00.41773  	 -0.17217  	 00.20585  	 00823384 
840.2  	 00.43735  	 -0.15146  	 00.20710  	 00828400 
840.3  	 00.45385  	 -0.13083  	 00.20632  	 00825289 
840.4  	 00.46819  	 -0.11045  	 00.20378  	 00815101 
840.5  	 00.48094  	 -0.09048  	 00.19973  	 00798915 
840.6  	 00.49250  	 -0.07103  	 00.19445  	 00777809 
840.7  	 00.50304  	 -0.05221  	 00.18821  	 00752826 
840.8  	 00.51235  	 -0.03409  	 00.18124  	 00724962 
840.9  	 00.52004  	 -0.01671  	 00.17379  	 00695140 
841.0  	 00.52556  	 -0.00010  	 00.16605  	 00664197 
841.1  	 00.52818  	 00.01572  	 00.15821  	 00632860 
841.2  	 00.52730  	 00.03076  	 00.15044  	 00601745 
841.3  	 00.52219  	 00.04505  	 00.14284  	 00571351 
841.4  	 00.51242  	 00.05860  	 00.13551  	 00542046 
841.5  	 00.49762  	 00.07145  	 00.12852  	 00514078 
841.6  	 00.47787  	 00.08364  	 00.12189  	 00487570 
841.7  	 00.45332  	 00.09520  	 00.11563  	 00462526 
841.8  	 00.42460  	 00.10617  	 00.10971  	 00438842 
841.9  	 00.39258  	 00.11658  	 00.10408  	 00416321 
842.0  	 00.35834  	 00.12645  	 00.09867  	 00394682 
842.1  	 00.32319  	 00.13579  	 00.09339  	 00373578 
842.2  	 00.28850  	 00.14460  	 00.08815  	 00352615 
842.3  	 00.25560  	 00.15289  	 00.08284  	 00331368 
842.4  	 00.22585  	 00.16062  	 00.07735  	 00309402 
842.5  	 00.20029  	 00.16778  	 00.07157  	 00286284 
842.6  	 00.17973  	 00.17432  	 00.06540  	 00261614 
842.7  	 00.16470  	 00.18019  	 00.05876  	 00235029 
842.8  	 00.15522  	 00.18535  	 00.05156  	 00206222 
842.9  	 00.15109  	 00.18972  	 00.04374  	 00174960 
843.0  	 00.15154  	 00.19325  	 00.03527  	 00141091 
843.1  	 00.15545  	 00.19587  	 00.02614  	 00104555 
843.2  	 00.16143  	 00.19750  	 00.01635  	 00065394 
843.3  	 00.16785  	 00.19809  	 00.00594  	 00023752 
843.4  	 00.17286  	 00.19759  	 -0.00503  	 -0020121 
843.5  	 00.17467  	 00.19594  	 -0.01647  	 -0065873 
843.6  	 00.17141  	 00.19312  	 -0.02826  	 -0113055 
843.7  	 00.16151  	 00.18909  	 -0.04028  	 -0161121 
843.8  	 00.14336  	 00.18385  	 -0.05236  	 -0209449 
843.9  	 00.11603  	 00.17742  	 -0.06434  	 -0257343 
844.0  	 00.07865  	 00.16982  	 -0.07601  	 -0304055 
844.1  	 00.03091  	 00.16110  	 -0.08720  	 -0348798 
844.2  	 -0.02715  	 00.15133  	 -0.09769  	 -0390769 
844.3  	 -0.09506  	 00.14060  	 -0.10729  	 -0429166 
844.4  	 -0.17191  	 00.12902  	 -0.11580  	 -0463211 
844.5  	 -0.25668  	 00.11672  	 -0.12304  	 -0492168 
844.6  	 -0.34764  	 00.10383  	 -0.12884  	 -0515371 
844.7  	 -0.44325  	 00.09053  	 -0.13306  	 -0532239 
844.8  	 -0.54170  	 00.07697  	 -0.13558  	 -0542309 
844.9  	 -0.64081  	 00.06334  	 -0.13631  	 -0545247 
845.0  	 -0.73875  	 00.04981  	 -0.13522  	 -0540868 
845.1  	 -0.83341  	 00.03659  	 -0.13229  	 -0529161 
845.2  	 -0.92288  	 00.02383  	 -0.12757  	 -0510291 
845.3  	 -1.00534  	 00.01171  	 -0.12115  	 -0484602 
845.4  	 -1.07899  	 00.00040  	 -0.11316  	 -0452628 
845.5  	 -1.14237  	 -0.00998  	 -0.10377  	 -0415076 
845.6  	 -1.19406  	 -0.01930  	 -0.09320  	 -0372820 
845.7  	 -1.23288  	 -0.02747  	 -0.08172  	 -0326878 
845.8  	 -1.25789  	 -0.03443  	 -0.06960  	 -0278387 
845.9  	 -1.26839  	 -0.04015  	 -0.05714  	 -0228563 
846.0  	 -1.26392  	 -0.04461  	 -0.04467  	 -0178678 
846.1  	 -1.24431  	 -0.04786  	 -0.03250  	 -0130010 
846.2  	 -1.20967  	 -0.04996  	 -0.02095  	 -0083806 
846.3  	 -1.16046  	 -0.05099  	 -0.01031  	 -0041230 
